gross,genres,,movie_title,budget,Net 
10494494,Action|Crime|Thriller,,Getaway,18000000,-7505506
7837632,Drama,,The Ice Storm,18000000,-10162368
15155772,Comedy|Drama|Romance,,And So It Goes,18000000,-2844228
8508843,Adventure|Comedy,,Troop Beverly Hills,18000000,-9491157
7739049,Comedy|Drama|Romance,,Being Julia,18000000,-10260951
6734844,Drama|Romance,,9½ Weeks,17000000,-10265156
6000000,Action|Adventure|Fantasy,,Dragonslayer,18000000,-12000000
6615578,Biography|Drama|Romance,,The Last Station,13000000,-6384422
5887457,Biography|Comedy|Drama,,Ed Wood,18000000,-12112543
13362308,Drama,,Labor Day,18000000,-4637692
5701643,Adventure|Biography|Drama|History|War,,Mongol: The Rise of Genghis Khan,20000000,-14298357
5694401,Action|Crime|Thriller,,RocknRolla,18000000,-12305599
5333658,Action|Sci-Fi,,Megaforce,20000000,-14666342
4414535,Drama,,Hamlet,18000000,-13585465
4806750,Biography|Drama|Music|Romance,,Mao's Last Dancer,,4806750
3707794,Adventure|Drama|Sci-Fi|Thriller,,Midnight Special,18000000,-14292206
3203044,Comedy|Romance,,Anything Else,18000000,-14796956
4435083,Biography|Drama|Romance|War,,The Railway Man,18000000,-13564917
,Drama|Mystery,,Unforgettable            ,,0
2222647,Drama|Mystery,,The White Ribbon,12000000,-9777353
,Horror,,Restoration,,0
3500000,Action|Horror|Romance|Sci-Fi|Thriller,,The Wraith,2700000,800000
676698,Crime|Drama|Mystery|Thriller,,The Salton Sea,18000000,-17323302
3419967,Music,,Metallica Through the Never,,3419967
,Crime|Drama|Thriller,,The Informers,18000000,-18000000
145118,Biography|Crime|Drama|Thriller,,Carlos            ,,145118
,Thriller,,I Come with the Rain,18000000,-18000000
229311,Action|Drama|History|Romance|War|Western,,One Man's Hero,11350000,-11120689
,Horror,,Day of the Dead,3500000,-3500000
,Action|Crime|Drama|Thriller,,I Am Wrath,18000000,-18000000
63260,Action|Animation|Sci-Fi|Thriller,,Renaissance,14000000,-13936740
,Drama|Western,,Forsaken,11000000,-11000000
,Action|Adventure|Fantasy,,Red Sonja,17900000,-17900000
,Drama|Horror|Mystery|Thriller,,Red Lights,14000000,-14000000
121463226,Comedy,,Superbad,20000000,101463226
90485233,Comedy|Crime|Drama,,Madea Goes to Jail,,90485233
,Action|Horror,,Wolves,18000000,-18000000
58006147,Drama|Music|Musical|Romance,,Step Up 2: The Streets,23000000,35006147
51053787,Action|Animation|Comedy|Crime|Family,,Hoodwinked!,17500000,33553787
23472900,Drama|History|War,,Hotel Rwanda,17500000,5972900
39687528,Action|Crime|Drama|Thriller,,Hitman,24000000,15687528
7017178,Drama|Family|Music|Musical,,Black Nativity,17500000,-10482822
,Action|Thriller,,The Prince,18000000,-18000000
325491,Crime|Drama|Thriller,,City of Ghosts,17500000,-17174509
96471845,Fantasy|Horror|Thriller,,The Others,17000000,79471845
85200000,Action|Adventure|Sci-Fi,,Aliens,18500000,66700000
72000000,Drama|Family|Musical|Romance,,My Fair Lady,17000000,55000000
72219395,Horror|Mystery|Thriller,,I Know What You Did Last Summer,17000000,55219395
82389560,Comedy,,Let's Be Cops,17000000,65389560
71502303,Adventure|Comedy|Drama|Romance,,Sideways,12000000,59502303
19179969,Comedy,,Beerfest,17500000,1679969
47000000,Horror|Thriller,,Halloween,300000,46700000
84961,Action|Adventure|History,,Hero,31000000,-30915039
37566230,Comedy|Drama|Family|Fantasy|Sci-Fi,,Good Boy!,17000000,20566230
70492685,Comedy|Drama,,The Best Man Holiday,17000000,53492685
35635046,Action|Crime|Drama|Thriller,,Smokin' Aces,17000000,18635046
45670855,Horror|Mystery,,Saw 3D: The Final Chapter,20000000,25670855
37939782,Comedy|Romance,,40 Days and 40 Nights,17000000,20939782
172051787,Action|Adventure|Sci-Fi,,TRON: Legacy,170000000,2051787
30324946,Comedy|Music|Romance,,A Night at the Roxbury,17000000,13324946
27854896,Drama|Fantasy|Romance,,Beastly,17000000,10854896
41777564,Horror,,The Hills Have Eyes,15000000,26777564
22734486,Comedy,,Dickie Roberts: Former Child Star,17000000,5734486
44469602,Biography|Drama|Sport,,"McFarland, USA",17000000,27469602
24708699,Comedy,,Lottery Ticket,,24708699
21160089,Comedy|Crime|Drama|Music|Romance,,ATL,,21160089
64998368,Comedy|Music|Romance,,Pitch Perfect,17000000,47998368
19693891,Comedy|Drama|Romance|Sport,,Summer Catch,34000000,-14306109
16311763,Crime|Drama|Thriller,,A Simple Plan,17000000,-688237
12693621,Horror|Mystery|Thriller,,They,17000000,-4306379
15655665,Comedy|Romance,,Larry the Cable Guy: Health Inspector,4000000,11655665
11634458,Adventure|Comedy|Family|Fantasy|Musical,,The Adventures of Elmo in Grouchland,17000000,-5365542
27154426,Crime|Drama|Thriller,,Brooklyn's Finest,17000000,10154426
,Action|Adventure|Drama|History|War,,55 Days at Peking,9000000,-9000000
54239856,Horror,,Evil Dead,17000000,37239856
8662318,Comedy|Romance,,My Life in Ruins,17000000,-8337682
7156725,Comedy|Music,,American Dreamz,19000000,-11843275
15681020,Action|Adventure|Family|Sci-Fi,,Superman IV: The Quest for Peace,17000000,-1318980
7070459,Drama,,How She Move,,7070459
6855137,Action|Crime|Drama|Thriller,,Running Scared,17000000,-10144863
2694071,Biography|Drama|Romance|Sport,,Bobby Jones: Stroke of Genius,,2694071
2315683,Adventure|Crime|Drama|Romance,,Shanghai Surprise,17000000,-14684317
39825798,Drama|Mystery|Romance|Thriller,,The Illusionist,16000000,23825798
2000000,Adventure|Horror|Thriller,,Roar,17000000,-15000000
1569918,Biography|Crime|Drama|Thriller,,Veronica Guerin,17000000,-15430082
106869,Crime|Drama|Romance|Thriller,,Escobar: Paradise Lost,17000000,-16893131
273420,Comedy|Mystery|Sci-Fi|Thriller,,Southland Tales,17000000,-16726580
,Adventure|Animation|Family|Fantasy,,Dragon Hunters,11000000,-11000000
,Sci-Fi,,Damnation Alley,17000000,-17000000
4930798,Horror|Thriller,,The Apparition,17000000,-12069202
59847242,Comedy|Drama|Family|Romance,,My Girl,16500000,43347242
220914,Biography|Drama|Romance,,Fur: An Imaginary Portrait of Diane Arbus,16800000,-16579086
39825798,Drama|Mystery|Romance|Thriller,,The Illusionist,16000000,23825798
43848100,Crime|Drama,,Wall Street,15000000,28848100
42700000,Drama|Romance,,Sense and Sensibility,16500000,26200000
18663911,Biography|Drama|Romance,,Becoming Jane,16500000,2163911
11702090,Comedy|Romance,,Sydney White,16500000,-4797910
13005485,Drama,,House of Sand and Fog,15000000,-1994515
95860116,Comedy|Drama,,Dead Poets Society,16400000,79460116
127175354,Comedy,,Dumb & Dumber,16000000,111175354
92823600,Comedy|Drama|Romance,,When Harry Met Sally...,16000000,76823600
54000000,Drama,,The Verdict,16000000,38000000
68525609,Comedy,,Road Trip,15600000,52925609
52885587,Comedy|Drama|Romance|Sport,,Varsity Blues,16000000,36885587
44667095,Comedy|Drama|Romance,,The Artist,15000000,29667095
42638165,Drama|Fantasy|Horror|Mystery|Thriller,,The Unborn,16000000,26638165
45507053,Adventure|Comedy|Drama|Romance,,Moonrise Kingdom,16000000,29507053
39511038,Horror,,The Texas Chainsaw Massacre: The Beginning,16000000,23511038
6462576,Drama,,The Young Messiah,18500000,-12037424
40363530,Comedy|Family,,The Master of Disguise,16000000,24363530
37623143,Drama|Fantasy|War,,Pan's Labyrinth,13500000,24123143
,Drama|Fantasy|Mystery|Thriller,,The Messengers            ,,0
33357476,Action|Comedy|Crime|Family,,See Spot Run,35000000,-1642524
28734552,Crime|Drama|Romance|Thriller,,Baby Boy,16000000,12734552
37300107,Drama|Horror|Thriller,,The Roommate,16000000,21300107
27087695,Adventure|Comedy|Drama,,Joe Dirt,17700000,9387695
30102717,Action|Crime,,Double Impact,15000000,15102717
23618786,Action|Comedy|Mystery,,Hot Fuzz,8000000,15618786
26896744,Comedy|Drama,,The Women,16500000,10396744
23213577,Drama|Romance,,Vicky Cristina Barcelona,15500000,7713577
,Action|Adventure|Drama|Romance|War,,Arn: The Knight Templar,25000000,-25000000
55461307,Comedy,,Bad Moms,20000000,35461307
20627372,Comedy|Drama|Romance,,Boys and Girls,16000000,4627372
16346122,Drama,,White Oleander,16000000,346122
16204793,Comedy|Fantasy|Horror,,Jennifer's Body,16000000,204793
15427192,Comedy|Crime|Mystery,,Drowning Mona,16000000,-572808
14792779,Comedy,,Radio Days,16000000,-1207221
13998282,Action|Drama|Fantasy|Mystery|Thriller,,Left Behind,16000000,-2001718
19057024,Drama|Romance,,Remember Me,16000000,3057024
14108518,Comedy|Drama|Romance,,How to Deal,16000000,-1891482
13854000,Comedy|Romance|Sci-Fi,,My Stepmother Is an Alien,20000000,-6146000
77324422,Drama,,Philadelphia,26000000,51324422
15500000,Mystery|Sci-Fi|Thriller,,The Thirteenth Floor,16000000,-500000
11540112,Comedy,,The Cookout,,11540112
,Action|Drama|Sci-Fi|Thriller,,Meteor,16000000,-16000000
4734235,Comedy|Drama|Music,,Duets,15000000,-10265765
4839383,Comedy|Romance,,Hollywood Ending,16000000,-11160617
4193025,Comedy|Music,,Detroit Rock City,15000000,-10806975
5900000,Action|Adventure|Fantasy,,Highlander,16000000,-10100000
2849142,Drama,,Things We Lost in the Fire,16000000,-13150858
1686429,Action|Crime|Sci-Fi,,Steel,16000000,-14313571
1984743,Drama|Romance,,The Immigrant,16000000,-14015257
1666262,Drama|History|Romance|War,,The White Countess,16000000,-14333738
2319187,Crime|Drama|Mystery|Thriller,,Trance,20000000,-17680813
13922211,Comedy,,Soul Plane,16000000,-2077789
,Comedy|Romance,,Welcome to the Sticks,11000000,-11000000
23091,Drama|Romance|War,,Good,15000000,-14976909
336467,Drama|Fantasy,,Enter the Void,13000000,-12663533
2964,Comedy|Horror|Romance,,Vamps,16000000,-15997036
,Drama|Family,,Hachi: A Dog's Tale,16000000,-16000000
,Crime|Drama|Thriller,,Zulu,16000000,-16000000
2428883,Drama|Western,,The Homesman,16000000,-13571117
13571817,Comedy|Drama|Romance|Sport,,Juwanna Mann,15600000,-2028183
,Comedy|Crime|Drama,,Lilyhammer            ,34000000,-34000000
1554566,Drama|War,,Ararat,,1554566
508867,Drama|Sport,,Madison,,508867
1181197,Drama|Mystery|Thriller,,Slow Burn,15500000,-14318803
81525,Action|Comedy|Crime|Drama|Thriller,,Wasabi,15300000,-15218475
7774730,Comedy|Horror|Sci-Fi,,Slither,15500000,-7725270
234760500,Action|Comedy|Crime,,Beverly Hills Cop,14000000,220760500
285761243,Comedy|Family,,Home Alone,18000000,267761243
167780960,Comedy|Drama|Family,,3 Men and a Baby,11000000,156780960
177200000,Comedy|Drama|Romance,,Tootsie,22000000,155200000
176781728,Action|Drama|Romance,,Top Gun,15000000,161781728
128067808,Action|Drama|Romance,,"Crouching Tiger, Hidden Dragon",15000000,113067808
130058047,Drama,,American Beauty,15000000,115058047
138795342,Biography|Drama|History|Romance,,The King's Speech,15000000,123795342
111936400,Comedy|Crime,,Twins,15000000,96936400
,Crime|Drama|Horror|Mystery|Thriller,,Scream: The TV Series            ,,0
317040,Drama|Romance,,The Yellow Handkerchief,15500000,-15182960
94175854,Drama,,The Color Purple,15000000,79175854
,Action|Comedy|Drama|Thriller,,Tidal Wave,,0
,Adventure|Drama|History,,Ben-Hur,100000000,-100000000
91121452,Biography|Drama|Thriller|War,,The Imitation Game,14000000,77121452
69800000,Comedy|War,,Private Benjamin,10000000,59800000
79900000,Biography|Drama|Music|Musical,,Coal Miner's Daughter,,79900000
64001297,Comedy|Family,,Diary of a Wimpy Kid,15000000,49001297
71588220,Fantasy|Horror,,Mama,20000000,51588220
47000000,Horror|Thriller,,Halloween,300000,46700000
61400000,Adventure|Comedy,,National Lampoon's Vacation,15000000,46400000
101978840,Comedy,,Bad Grandpa,15000000,86978840
56437947,Biography|Drama,,The Queen,9800000,46637947
73326666,Comedy|Fantasy,,Beetlejuice,15000000,58326666
55184721,Comedy|Drama,,Why Did I Get Married?,15000000,40184721
50003300,Drama|Family|Romance,,Little Women,15000000,35003300
54322273,Drama|Fantasy|Horror|Thriller,,The Woman in Black,17000000,37322273
47860214,Horror|Thriller,,When a Stranger Calls,15000000,32860214
47811275,Adventure|Comedy|Family,,Big Fat Liar,15000000,32811275
,Drama|War,,The Deer Hunter,15000000,-15000000
43022524,Comedy|Drama,,Wag the Dog,15000000,28022524
42672630,Adventure|Comedy|Family|Music|Romance,,The Lizzie McGuire Movie,17000000,25672630
42919096,Action|Drama|Thriller,,Snitch,15000000,27919096
42592530,Comedy|Fantasy|Horror,,Krampus,15000000,27592530
40064955,Horror|Mystery|Sci-Fi,,The Faculty,15000000,25064955
39100956,Biography|Drama|Music,,What's Love Got to Do with It,,39100956
44886089,Crime|Drama|Thriller,,Cop Land,10000000,34886089
37882551,Comedy,,Not Another Teen Movie,16000000,21882551
40983001,Crime|Drama|Thriller,,End of Watch,7000000,33983001
20991497,Comedy|Drama|Romance,,Aloha,37000000,-16008503
35007180,Action|Crime|Drama|Thriller,,The Skulls,15000000,20007180
35887263,Biography|Drama|Romance,,The Theory of Everything,15000000,20887263
34308901,Comedy|Crime,,Malibu's Most Wanted,16000000,18308901
33771174,Comedy|Drama|Romance,,Where the Heart Is,15000000,18771174
6000000,Adventure|Biography|Drama|History|War,,Lawrence of Arabia,15000000,-9000000
33386128,Horror,,Halloween II,15000000,18386128
37877959,Adventure|Biography|Drama,,Wild,15000000,22877959
32721635,Crime|Horror|Thriller,,The Last House on the Left,15000000,17721635
31585300,Comedy|Romance,,The Wedding Date,15000000,16585300
30259652,Comedy|Horror|Thriller,,Halloween: Resurrection,15000000,15259652
163192114,Action|Adventure|Fantasy,,Clash of the Titans,125000000,38192114
30857814,Adventure|Family|Fantasy|Romance,,The Princess Bride,16000000,14857814
30226144,Biography|Drama,,The Great Debaters,15000000,15226144
35054909,Crime|Drama,,Drive,15000000,20054909
29302097,Comedy|Family|Music|Romance,,Confessions of a Teenage Drama Queen,15000000,14302097
29106737,Comedy|Drama|Romance,,The Object of My Affection,15000000,14106737
28637507,Drama|Horror|Sci-Fi,,28 Weeks Later,15000000,13637507
30127963,Drama|Family|Sport,,When the Game Stands Tall,15000000,15127963
32645546,Comedy|Drama|Family,,Because of Winn-Dixie,14000000,18645546
27441122,Drama|Romance|Sport,,Love & Basketball,15000000,12441122
28014536,Action|Comedy|Crime|Romance|Thriller,,Grosse Pointe Blank,15000000,13014536
33860010,Comedy|Romance,,All About Steve,15000000,18860010
26421314,Adventure|Fantasy|Horror|Mystery|Thriller,,Book of Shadows: Blair Witch 2,15000000,11421314
24881000,Drama|Fantasy|Horror|Thriller,,The Craft,15000000,9881000
23089926,Drama|Romance|Thriller,,Match Point,15000000,8089926
26161406,Adventure|Comedy|Family|Fantasy,,Ramona and Beezus,15000000,11161406
22954968,Drama|Romance,,The Remains of the Day,11500000,11454968
26384919,Drama,,Boogie Nights,15000000,11384919
22189039,Action|Crime|Drama|Romance|Thriller,,Nowhere to Run,15000000,7189039
20998709,Adventure|Drama|Family,,Flicka,15000000,5998709
20801344,Horror,,The Hills Have Eyes II,15000000,5801344
21468807,Horror|Mystery|Thriller,,Urban Legends: Final Cut,14000000,7468807
19158074,Drama|Family|Fantasy|Romance,,Tuck Everlasting,15000000,4158074
18843314,Action|Drama|Thriller,,The Marine,20000000,-1156686
20566327,Action|Comedy,,Keanu,15000000,5566327
20218921,Drama|Music,,Country Strong,15000000,5218921
17411331,Horror|Mystery|Sci-Fi|Thriller,,Disturbing Behavior,15000000,2411331
21383298,Crime|Drama|Thriller,,The Place Beyond the Pines,15000000,6383298
24984868,Action|Crime|Thriller,,The November Man,15000000,9984868
16459004,Drama|Mystery|Thriller,,Eye of the Beholder,15000000,1459004
15700000,Drama|History|Thriller|War,,The Hurt Locker,15000000,700000
15100000,Action|Horror|Sci-Fi|Thriller,,Firestarter,15000000,100000
14938570,Crime|Thriller,,Killing Them Softly,15000000,-61430
17237244,Crime|Drama|Thriller,,A Most Wanted Man,15000000,2237244
14249005,Comedy,,Freddy Got Fingered,15000000,-750995
12701880,Adventure|Animation|Comedy|Family,,The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000,-2298120
10353690,Documentary|Music,,U2 3D,,10353690
12801190,Action|Adventure|Fantasy|Sci-Fi,,Highlander: Endgame,15000000,-2198810
12549485,Crime|Drama|Musical|Romance,,Idlewild,15000000,-2450515
13766014,Drama|Romance,,One Day,15000000,-1233986
13034417,Drama|Sport,,Whip It,15000000,-1965583
11632420,Crime|Drama|Thriller,,Knockaround Guys,,11632420
12212417,Crime|Thriller,,Confidence,15000000,-2787583
11614236,Comedy,,The Muse,15000000,-3385764
13337299,Biography|Drama|Music|Musical,,De-Lovely,20000000,-6662701
10763469,Comedy|Drama|Romance,,New York Stories,15000000,-4236531
11144518,Adventure|Family,,Barney's Great Adventure,15000000,-3855482
15608545,Action,,The Man with the Iron Fists,15000000,608545
10443316,Comedy|Drama|Romance,,Home Fries,15000000,-4556684
10494147,Drama|Romance,,Here on Earth,15000000,-4505853
9929000,Drama|Sci-Fi,,Brazil,15000000,-5071000
10411980,Family|Music|Romance,,Raise Your Voice,15000000,-4588020
,Drama|Fantasy|Mystery|Sci-Fi,,The Dead Zone            ,,0
17439163,Comedy|Crime,,The Big Lebowski,15000000,2439163
9396487,Drama|Music,,Black Snake Moan,15000000,-5603513
9059588,Crime|Drama|Romance|Thriller,,Dark Blue,15000000,-5940412
9172810,Biography|Drama|History|Thriller|War,,A Mighty Heart,16000000,-6827190
8735529,Comedy|Drama|Romance,,Whatever It Takes,15000000,-6264471
8586376,Comedy,,Boat Trip,20000000,-11413624
8378141,Comedy|Drama|Romance,,The Importance of Being Earnest,15000000,-6621859
,Fantasy|Romance,,The Love Letter,,0
8080116,Adventure|Comedy|Family,,Hoot,15000000,-6919884
7757130,Comedy|Crime|Drama,,In Bruges,15000000,-7242870
9123834,Comedy|Romance,,Peeples,15000000,-5876166
6409206,Comedy|Music,,The Rocker,15000000,-8590794
6373693,Comedy|Romance,,Post Grad,15000000,-8626307
7556708,Drama,,Promised Land,15000000,-7443292
5306447,Comedy|Romance,,Whatever Works,15000000,-9693553
5217498,Drama|Mystery|Thriller,,The In Crowd,15000000,-9782502
5023275,Adventure|Crime|Drama|Mystery|Western,,Three Burials,15000000,-9976725
4956401,Drama|War,,Jakob the Liar,15000000,-10043599
4235837,Comedy|Crime|Mystery,,Kiss Kiss Bang Bang,15000000,-10764163
4002955,Comedy|Fantasy|Horror|Thriller,,Idle Hands,20000000,-15997045
7219578,Drama|Mystery|Thriller,,Mulholland Drive,15000000,-7780422
3525161,Drama|Fantasy|Horror|Romance,,Blood and Chocolate,,3525161
3247816,Comedy|Drama|Romance,,You Will Meet a Tall Dark Stranger,22000000,-18752184
2412045,Drama|Romance|Sci-Fi,,Never Let Me Go,15000000,-12587955
,Drama|History|Thriller,,The Company            ,,0
2203641,Crime|Drama|Mystery|Thriller,,Transsiberian,15000000,-12796359
1953732,Adventure|Drama|Fantasy,,The Clan of the Cave Bear,15000000,-13046268
1954202,Comedy|Crime|Drama,,Crazy in Alabama,15000000,-13045798
1294640,Crime|Drama|Horror|Thriller,,Funny Games,15000000,-13705360
,Drama|Sci-Fi|Thriller,,Listening,,0
819852,Drama|Thriller,,Felicia's Journey,,819852
26435,Drama|Sci-Fi,,Metropolis,6000000,-5973565
1197786,Action|Crime|Thriller,,District B13,12000000,-10802214
529766,Crime|Drama,,Things to Do in Denver When You're Dead,7000000,-6470234
613556,Action|Drama,,The Assassin,15000000,-14386444
353743,Comedy|Crime|Drama|Thriller|War,,Buffalo Soldiers,15000000,-14646257
502028,Drama|Mystery|Thriller,,The Return,,502028
102055,Action,,Ong-bak 2,300000000,-299897945
122288,Action|Adventure|Drama|History|Thriller|War,,Centurion,,122288
,Action|Drama|Thriller,,Silent Trigger,9000000,-9000000
73548,Fantasy|Horror|Mystery,,The Midnight Meat Train,15000000,-14926452
,Biography|Drama|History,,Winnie Mandela,15000000,-15000000
28870,Crime|Drama|Thriller,,The Son of No One,15000000,-14971130
22723,Action|Comedy|Drama|War,,All the Queen's Men,25000000,-24977277
20380,Comedy|Drama|Fantasy|Music|Romance,,The Good Night,15000000,-14979620
,Biography|Drama|Fantasy|History,,Bathory: Countess of Blood,,0
,Adventure|Animation|Family,,Khumba,20000000,-20000000
,Action|Sci-Fi|Thriller,,Automata,7000000,-7000000
,Action|Adventure|Fantasy,,Dungeons & Dragons: Wrath of the Dragon God,15000000,-15000000
,Biography,,Chiamatemi Francesco - Il Papa della gente,15000000,-15000000
,Action|Crime|Drama|Thriller,,Shinjuku Incident,15000000,-15000000
,Biography|Drama,,Pandaemonium,15000000,-15000000
70906973,Comedy|Fantasy|Romance,,Groundhog Day,14600000,56306973
66009973,Comedy|Drama|Music,,Magic Mike XXL,14800000,51209973
46338728,Drama|Romance,,Romeo + Juliet,14500000,31838728
7691700,Drama|War,,Sarah's Key,10000000,-2308300
,Drama|Family|Music,,Freedom,14500000,-14500000
101157447,Drama|Western,,Unforgiven,14400000,86757447
74205,Drama,,Manderlay,14200000,-14125795
141319195,Drama|Romance,,Slumdog Millionaire,15000000,126319195
156645693,Drama|Romance|Thriller,,Fatal Attraction,14000000,142645693
178406268,Comedy|Romance,,Pretty Woman,14000000,164406268
,Comedy,,Towering Inferno            ,,0
109306210,Action|Adventure|Comedy,,Crocodile Dundee II,15800000,93506210
,Action|Crime|Drama|Mystery|Thriller,,Broken Horses,15000000,-15000000
70001698,Biography|Drama|War,,Born on the Fourth of July,14000000,56001698
68856263,Adventure|Comedy|Family|Sport,,Cool Runnings,15000000,53856263
51527787,Horror|Thriller,,My Bloody Valentine,15000000,36527787
49122319,Horror|Thriller,,The Possession,14000000,35122319
,Action|Adventure|Drama,,First Blood,14000000,-14000000
61356221,Drama|Music|Romance,,Stomp the Yard,14000000,47356221
46800000,Action|Adventure|Sci-Fi|Thriller,,The Spy Who Loved Me,14000000,32800000
,Documentary,,Ghost Hunters            ,,0
38048637,Horror|Mystery|Thriller,,Urban Legend,14000000,24048637
34700000,Drama|Romance,,Dangerous Liaisons,14000000,20700000
35010192,Comedy|Drama|Romance,,Good Deeds,,35010192
34793160,Adventure|Drama,,White Fang,14000000,20793160
30628981,Comedy|Romance,,Superstar,14000000,16628981
29959436,Biography|Drama|History,,The Iron Lady,13000000,16959436
25571351,Adventure|Animation|Comedy|Drama|Family|Musical,,Jonah: A VeggieTales Movie,14000000,11571351
27515786,Drama|Romance,,Poetic Justice,14000000,13515786
25482931,Action|Comedy|Crime|Thriller,,All About the Benjamins,14000000,11482931
19900000,Comedy|Fantasy|Horror|Romance,,Vampire in Brooklyn,20000000,-100000
,Horror,,Exorcist II: The Heretic,14000000,-14000000
16298046,Horror|Mystery|Thriller,,An American Haunting,14000000,2298046
15549702,Comedy|Romance,,My Boss's Daughter,14000000,1549702
15483540,Adventure|Mystery|Thriller,,A Perfect Getaway,14000000,1483540
20246959,Comedy|Romance,,Our Family Wedding,14000000,6246959
15062898,Comedy,,Dead Man on Campus,14000000,1062898
14348123,Comedy|Drama|War,,Tea with Mussolini,12000000,2348123
15171475,Fantasy|Horror,,Thinner,8500000,6671475
,Drama|Music|Musical|Romance,,"New York, New York",14000000,-14000000
13640000,Comedy|Drama,,Crooklyn,14000000,-360000
12550242,Comedy|Drama|Romance,,I Think I Love My Wife,,12550242
12610731,Action|Horror|Sci-Fi|Thriller,,Jason X,11000000,1610731
47811275,Adventure|Comedy|Family,,Big Fat Liar,15000000,32811275
11204499,Drama|History,,Bobby,14000000,-2795501
10397365,Comedy|Mystery|Romance,,Head Over Heels,14000000,-3602635
9402410,Adventure|Comedy,,Fun Size,14000000,-4597590
5990075,Biography|Drama,,The Diving Bell and the Butterfly,,5990075
5459824,Drama|Romance,,Little Children,26000000,-20540176
5108820,Drama|Mystery|Thriller,,Gossip,24000000,-18891180
4741987,Drama,,A Walk on the Moon,14000000,-9258013
4291965,Biography|Drama|History,,Catch a Fire,14000000,-9708035
3100650,Drama|Horror|Mystery|Thriller,,Soul Survivors,14000000,-10899350
2474000,Biography|Drama|History|Romance,,Jefferson in Paris,14000000,-11526000
2656324,Comedy|Romance,,Easy Virtue,,2656324
1000000,Action|Adventure|History,,Caravans,14000000,-13000000
3958500,Biography|Drama|History,,Mr. Turner,8200000,-4241500
403649,Drama|Romance,,Wild Grass,,403649
274299,Biography|Crime|Drama|War,,Amen.,103000000,-102725701
,Action,,Reign of Assassins,12000000,-12000000
183088,Comedy|Drama|War,,The Lucky Ones,15000000,-14816912
46495,Drama,,Margaret,14000000,-13953505
,Comedy|Horror,,Stan Helsing,,0
1752214,Comedy|Drama|Romance,,Flipped,14000000,-12247786
83025853,Drama|Romance,,Brokeback Mountain,14000000,69025853
190871240,Action|Adventure|Comedy|Sci-Fi,,Teenage Mutant Ninja Turtles,125000000,65871240
56631572,Comedy|Romance,,Clueless,12000000,44631572
15854988,Drama|Romance,,Far from Heaven,13500000,2354988
12282677,Comedy|Sci-Fi,,Hot Tub Time Machine 2,14000000,-1717323
447093,Drama,,Dekalog            ,,447093
7060876,Biography|Drama,,Quills,13500000,-6439124
14989761,Comedy|Crime,,Seven Psychopaths,15000000,-10239
687081,Crime|Drama|Music|Mystery|Thriller,,The Caveman's Valentine,,687081
,Action|Crime|Drama|Thriller,,The Border            ,,0
5501940,Biography|Drama|History|War,,Downfall,13500000,-7998060
2086345,Biography|Drama|Romance,,The Sea Inside,10000000,-7913655
2605039,Drama|Horror|Sci-Fi|Thriller,,Under the Skin,,2605039
123922370,Biography|Comedy|Drama|War,,"Good Morning, Vietnam",13000000,110922370
163591,Comedy,,The Last Godfather,13400000,-13236409
73000942,Documentary|Music,,Justin Bieber: Never Say Never,13000000,60000942
106952327,Drama|Thriller,,Black Swan,13000000,93952327
58607007,Action|Crime|Sci-Fi|Thriller,,RoboCop,100000000,-41392993
57300000,Crime|Drama,,The Godfather: Part II,13000000,44300000
91038276,Drama|Music|Romance,,Save the Last Dance,13000000,78038276
49369900,Fantasy|Horror|Thriller,,A Nightmare on Elm Street 4: The Dream Master,7000000,42369900
61693523,Drama,,Miracles from Heaven,13000000,48693523
46729374,Comedy|Mystery,,"Dude, Where's My Car?",13000000,33729374
44726644,Action|Crime|Drama|Thriller|Western,,Young Guns,13000000,31726644
44134898,Comedy|Drama,,St. Vincent,13000000,31134898
48637684,Comedy|Romance,,About Last Night,12500000,36137684
38176108,Comedy|Drama|Romance,,10 Things I Hate About You,16000000,22176108
28972187,Comedy,,The New Guy,13000000,15972187
27979400,Action|Comedy|Crime,,Loaded Weapon 1,8200000,19779400
54257433,Drama|Horror|Thriller,,The Shallows,17000000,37257433
23947,Sci-Fi|Thriller,,The Butterfly Effect,13000000,-12976053
60008303,Adventure|Comedy|Family,,Snow Day,13000000,47008303
49121934,Comedy|Drama|Romance,,This Christmas,13000000,36121934
27141959,Comedy|Crime|Family|Sci-Fi,,Baby Geniuses,18000000,9141959
27052167,Action|Comedy|Crime|Thriller,,The Big Hit,13000000,14052167
26539321,Comedy|Drama|Family,,Harriet the Spy,13000000,13539321
28501605,Fantasy|Horror,,Child's Play 2,13000000,15501605
52543632,Crime|Thriller,,No Good Deed,13200000,39343632
25592632,Horror,,The Mist,18000000,7592632
25440971,Drama|Mystery|Sci-Fi|Thriller,,Ex Machina,15000000,10440971
22858926,Comedy|Drama|Fantasy,,Being John Malkovich,13000000,9858926
22235901,Comedy|Romance,,Two Can Play That Game,6000000,16235901
38916903,Adventure|Family|Sci-Fi,,Earth to Echo,13000000,25916903
16929123,Drama|Romance,,Crazy/Beautiful,14000000,2929123
13753931,Drama|History|War,,Letters from Iwo Jima,19000000,-5246069
10996440,Adventure|Drama|Sci-Fi,,The Astronaut Farmer,13000000,-2003560
